,Company,Memory_Structure_Categories,Gpu_Type,Gpu_Company,OpSys,Cpu_Company,Inches,CPU_Frequency_Numeric,Ram_Numeric,Size_Numeric,Weight_Numeric,Price_dollars
221,Lenovo,Hybrid,Radeon R7 M360,AMD,Windows 10,Intel,15.6,2.5,16 MB,1000MB,2.5,1209$
222,Lenovo,SSD,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,2.5,1187$
223,Lenovo,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.5,1153$
224,HP,SSD,GeForce 930MX ,Nvidia,Windows 10,Intel,17.3,1.8,8 MB,256MB,2.5,1150$
225,HP,HDD,GeForce 930MX ,Nvidia,Windows 10,Intel,17.3,1.8,8 MB,1000MB,2.5,1120$
226,Lenovo,HDD,GeForce GTX 1050,Nvidia,No OS,Intel,15.6,2.5,8 MB,1000MB,2.5,1119$
227,Asus,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,256MB,2.5,1099$
228,Lenovo,Hybrid,Radeon R9 M385,AMD,Windows 10,AMD,15.6,2.1,16 MB,512MB,2.5,1099$
229,Lenovo,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.5,1099$
230,Acer,SSD,GeForce GTX 1050 Ti,Nvidia,Linux,Intel,15.6,2.8,8 MB,256MB,2.5,1077$
231,HP,Hybrid,GeForce 930MX,Nvidia,Windows 10,Intel,17.3,1.6,8 MB,128MB,2.5,1075$
232,HP,SSD,UHD Graphics 620,Intel,Windows 10,Intel,17.3,1.6,8 MB,256MB,2.5,1021$
233,HP,SSD,GeForce 930MX,Nvidia,Windows 10,Intel,17.3,1.6,8 MB,256MB,2.5,1015$
234,HP,HDD,GeForce 930MX,Nvidia,Windows 10,Intel,17.3,1.6,8 MB,1000MB,2.5,1005$
235,HP,HDD,GeForce 930MX,Nvidia,Windows 10,Intel,17.3,1.6,8 MB,1000MB,2.5,986$
236,Acer,SSD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.8,8 MB,256MB,2.5,967$
237,Acer,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.5,931$
238,Asus,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.5,923$
239,Lenovo,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.5,912$
240,Lenovo,Hybrid,Radeon R5 M330,AMD,Windows 10,Intel,15.6,2.3,8 MB,1000MB,2.5,867$
241,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.5,862$
242,HP,SSD,Radeon R5 520,AMD,Windows 10,Intel,17.3,2,4 MB,256MB,2.5,769$
243,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,17.3,2,8 MB,256MB,2.5,704$
244,Asus,HDD,Radeon RX 560,AMD,Windows 10,AMD,15.6,3,8 MB,1000MB,2.45,769$
245,Asus,HDD,GeForce GTX 950M,Nvidia,No OS,Intel,15.6,2.3,4 MB,1000MB,2.45,637$
246,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,17.3,2.6,16 MB,512MB,2.43,2914$
247,MSI,Hybrid,GeForce GTX 1070,Nvidia,Windows 10,Intel,17.3,2.8,16 MB,256MB,2.43,2694$
248,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,17.3,2.8,16 MB,256MB,2.43,2254$
249,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,17.3,2.6,16 MB,256MB,2.43,2144$
250,Lenovo,SSD,Quadro 3000M,Nvidia,Windows 7,Intel,17.3,2.7,16 MB,512MB,2.4,3265$
251,Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.6,16 MB,256MB,2.4,2173$
252,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,2.4,1979$
253,HP,SSD,HD Graphics 520,Intel,Windows 7,Intel,12.5,2.3,4 MB,128MB,2.4,1759$
254,Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,16 MB,256MB,2.4,1568$
255,Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,16 MB,512MB,2.4,1543$
256,Lenovo,SSD,GeForce GTX 1060,Nvidia,No OS,Intel,15.6,2.8,16 MB,512MB,2.4,1538$
257,MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,2.4,1423$
258,MSI,Hybrid,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.6,8 MB,128MB,2.4,1352$
259,MSI,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.4,1319$
260,Lenovo,SSD,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,2.4,1319$
261,Lenovo,Hybrid,GeForce GTX 1060,Nvidia,No OS,Intel,15.6,2.8,8 MB,256MB,2.4,1264$
262,MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.4,1257$
263,Lenovo,Hybrid,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,2.4,1242$
264,Acer,Hybrid,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.5,12 MB,128MB,2.4,1110$
265,Lenovo,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,4 MB,1000MB,2.4,1099$
266,Lenovo,Hybrid,GeForce GTX 1060,Nvidia,No OS,Intel,15.6,2.5,8 MB,128MB,2.4,1088$
267,Lenovo,SSD,GeForce GTX 1050M,Nvidia,No OS,Intel,15.6,2.8,8 MB,256MB,2.4,956$
268,Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.8,8 MB,1000MB,2.4,931$
269,Lenovo,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.4,901$
270,Lenovo,Hybrid,GeForce GTX 1050,Nvidia,No OS,Intel,15.6,2.5,8 MB,128MB,2.4,890$
271,Acer,Hybrid,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.4,879$
272,Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.5,8 MB,1000MB,2.4,878$
273,Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.8,8 MB,1000MB,2.4,857$
274,Lenovo,SSD,GeForce GTX 1050,Nvidia,No OS,Intel,15.6,2.5,8 MB,256MB,2.4,857$
275,Acer,HDD,GeForce GTX 1050,Nvidia,Linux,Intel,15.6,2.5,8 MB,1000MB,2.4,780$
276,Lenovo,SSD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.5,6 MB,256MB,2.4,765$
277,Lenovo,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.4,670$
278,Lenovo,SSD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.3,6 MB,128MB,2.4,626$
279,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,6 MB,1000MB,2.4,620$
280,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.4,615$
281,Lenovo,HDD,Radeon R5 430,AMD,Windows 10,AMD,15.6,2.4,6 MB,1000MB,2.4,549$
282,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,1000MB,2.4,549$
283,Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,2.4,495$
284,Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,2.2,8 MB,1000MB,2.4,494$
285,Acer,HDD,HD Graphics 620,Intel,Linux,Intel,15.6,2.5,4 MB,500MB,2.4,486$
286,Acer,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,2.4,452$
287,Acer,HDD,Radeon R5,AMD,Windows 10,AMD,15.6,2.2,4 MB,500MB,2.4,426$
288,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,1000MB,2.4,422$
289,Acer,HDD,HD Graphics 505,Intel,Windows 10,Intel,15.6,1.1,4 MB,500MB,2.4,418$
290,Acer,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4 MB,500MB,2.4,398$
291,Acer,HDD,HD Graphics 400,Intel,Linux,Intel,15.6,1.6,4 MB,500MB,2.4,318$
292,Acer,HDD,HD Graphics 400,Intel,Linux,Intel,15.6,1.6,4 MB,500MB,2.4,318$
293,Acer,HDD,HD Graphics 400,Intel,Linux,Intel,15.6,1.6,4 MB,500MB,2.4,318$
294,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.38,1161$
295,Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.37,1209$
296,Asus,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,4 MB,256MB,2.37,935$
297,Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.37,824$
298,Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,4 MB,1000MB,2.37,439$
299,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8 MB,128MB,2.36,1077$
300,Dell,SSD,Radeon R7 M445,AMD,Linux,Intel,15.6,2.7,16 MB,256MB,2.36,989$
301,Dell,SSD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.36,978$
302,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.36,824$
303,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,17.3,2,4 MB,1000MB,2.36,725$
304,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.36,703$
305,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.36,703$
306,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,2000MB,2.36,
307,Asus,Hybrid,GeForce GTX 1070,Nvidia,Windows 10,Intel,15.6,2.6,16 MB,256MB,2.34,2558$
308,Dell,SSD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.33,989$
309,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8 MB,128MB,2.33,928$
310,Dell,SSD,Radeon R7 M445,AMD,Linux,Intel,15.6,2.7,8 MB,256MB,2.33,857$
311,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,16 MB,2000MB,2.32,1089$
312,Lenovo,Hybrid,Radeon R5 M330,AMD,Windows 7,Intel,15.6,2.5,8 MB,1000MB,2.32,985$
313,Lenovo,Hybrid,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.5,4 MB,1000MB,2.32,908$
314,Lenovo,HDD,Radeon R5 M330,AMD,No OS,Intel,15.6,2.3,8 MB,1000MB,2.32,659$
315,Dell,HDD,Radeon R7 M445,AMD,Linux,Intel,15.6,2.5,8 MB,1000MB,2.32,648$
316,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.9,8 MB,512MB,2.31,1687$
317,HP,SSD,HD Graphics 630,Intel,Windows 10,Intel,15.6,2.9,8 MB,256MB,2.31,1570$
318,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.31,1319$
319,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,14,2.5,4 MB,500MB,2.31,1308$
320,HP,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8 MB,256MB,2.31,1282$
321,HP,SSD,HD Graphics 620,Intel,Windows 10,Intel,14,2.6,8 MB,256MB,2.31,
322,HP,HDD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,4 MB,500MB,2.31,1034$
323,HP,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,500MB,2.31,776$
324,Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,512MB,2.3,2690$
325,Asus,Hybrid,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.7,16 MB,512MB,2.3,1979$
326,Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.3,1821$
327,Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.3,1814$
328,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.6,8 MB,256MB,2.3,1682$
329,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8 MB,256MB,2.3,1484$
330,Dell,SSD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,16 MB,256MB,2.3,1299$
331,MSI,Hybrid,GeForce GTX 960M,Nvidia,Windows 10,Intel,15.6,2.6,8 MB,128MB,2.3,1286$
332,Dell,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.3,1203$
333,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8 MB,256MB,2.3,1155$
334,Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.3,1113$
335,Lenovo,HDD,GeForce GTX 950M,Nvidia,Windows 10,Intel,15.6,2.3,4 MB,1000MB,2.3,1075$
336,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.3,1002$
337,Dell,HDD,Radeon R7 M445,AMD,Windows 10,Intel,15.6,2.7,16 MB,1000MB,2.3,945$
338,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.3,936$
339,Asus,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,12 MB,2000MB,2.3,923$
340,Lenovo,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.3,
341,Lenovo,Hybrid,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.3,901$
342,Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8 MB,1000MB,2.3,887$
343,Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8 MB,1000MB,2.3,887$
344,Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8 MB,1000MB,2.3,887$
345,Asus,SSD,GeForce GTX 930MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.3,866$
346,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.7,12 MB,1000MB,2.3,784$
347,HP,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.3,753$
348,Fujitsu,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,4 MB,256MB,2.3,714$
349,Dell,SSD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,4 MB,256MB,2.3,703$
350,Dell,SSD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.5,4 MB,256MB,2.3,659$
351,Asus,HDD,GeForce 940MX,Nvidia,Linux,Intel,15.6,2.4,8 MB,1000MB,2.3,657$
352,Asus,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.3,649$
353,Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.3,
354,Lenovo,SSD,HD Graphics 620,Intel,No OS,Intel,15.6,2.5,8 MB,256MB,2.3,630$
355,Lenovo,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,128MB,2.3,622$
356,Asus,HDD,GeForce 940MX,Nvidia,Linux,Intel,15.6,2.5,8 MB,1000MB,2.3,575$
357,Dell,SSD,Radeon R7 M440,AMD,Windows 10,Intel,15.6,2,4 MB,128MB,2.3,549$
358,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,8 MB,1000MB,2.3,516$
359,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,8 MB,1000MB,2.3,505$
360,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6 MB,1000MB,2.3,505$
361,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6 MB,1000MB,2.3,505$
362,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6 MB,1000MB,2.3,505$
363,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.4,6 MB,1000MB,2.3,483$
364,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,1000MB,2.3,461$
365,Dell,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2,4 MB,500MB,2.29,539$
366,Lenovo,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8 MB,1000MB,2.29,505$
367,Asus,Hybrid,GeForce GT 940MX,Nvidia,Windows 10,Intel,15.6,2.7,12 MB,512MB,2.26,1209$
368,Dell,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,12 MB,1000MB,2.25,714$
369,Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.25,
370,Dell,HDD,HD Graphics,Intel,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.25,615$
371,Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2,4 MB,1000MB,2.25,512$
372,Dell,HDD,Radeon R5 M430,AMD,Linux,Intel,15.6,2,4 MB,1000MB,2.25,471$
373,Dell,HDD,HD Graphics 520,Intel,Linux,Intel,15.6,2,4 MB,1000MB,2.25,395$
374,Asus,SSD,GeForce GTX1080,Nvidia,Windows 10,Intel,15.6,2.8,24 MB,512MB,2.24,3265$
375,Asus,Hybrid,GeForce GTX1060,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.24,1473$
376,Dell,HDD,Radeon R5 M315,AMD,Windows 7,Intel,15.6,2.3,4 MB,500MB,2.24,846$
377,Dell,HDD,HD Graphics 520,Intel,Windows 7,Intel,15.6,2.3,4 MB,500MB,2.24,811$
378,Dell,HDD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.24,622$
379,Dell,Hybrid,Quadro M620,Nvidia,Windows 10,Intel,15.6,3,8 MB,64MB,2.23,2192$
380,Dell,HDD,Quadro M620,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,1000MB,2.23,1956$
381,Dell,HDD,FirePro W5130M,AMD,Windows 10,Intel,15.6,2.6,8 MB,500MB,2.23,1506$
382,Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.23,816$
383,Acer,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,256MB,2.23,760$
384,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.23,681$
385,Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,1000MB,2.23,678$
386,Acer,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,6 MB,1000MB,2.23,604$
387,Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2,4 MB,1000MB,2.23,598$
388,Acer,SSD,Radeon R5,AMD,Windows 10,AMD,15.6,2.2,8 MB,256MB,2.23,516$
389,HP,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,12 MB,128MB,2.21,1460$
390,Asus,Hybrid,GeForce GTX 1070,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,2.2,2694$
391,Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,128MB,2.2,1924$
392,MSI,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.6,8 MB,128MB,2.2,1624$
393,Asus,Hybrid,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,128MB,2.2,1594$
394,Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.2,1539$
395,Asus,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,17.3,2.5,12 MB,128MB,2.2,1507$
396,MSI,Hybrid,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,16 MB,256MB,2.2,1429$
397,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,16 MB,256MB,2.2,1341$
398,MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.2,1319$
399,MSI,Hybrid,GeForce GTX 1050 Ti,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.2,1311$
400,Asus,HDD,GeForce GTX 1060,Nvidia,Windows 10,Intel,15.6,2.6,8 MB,1000MB,2.2,1286$
401,MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.2,1264$
402,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,16 MB,256MB,2.2,1249$
403,MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.2,1232$
404,Toshiba,SSD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.3,8 MB,256MB,2.2,1231$
405,HP,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.2,1209$
406,HP,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,128MB,2.2,1209$
407,MSI,Hybrid,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,128MB,2.2,1198$
408,Toshiba,SSD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.2,1147$
409,MSI,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.2,1131$
410,MSI,SSD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.2,1098$
411,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8 MB,128MB,2.2,1084$
412,Asus,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.8,8 MB,1000MB,2.2,1044$
413,Lenovo,SSD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,12 MB,512MB,2.2,1044$
414,Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.2,1011$
415,Lenovo,HDD,Radeon 530,AMD,Windows 10,AMD,15.6,3.6,12 MB,2000MB,2.2,989$
416,Lenovo,HDD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.2,989$
417,Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.2,957$
418,Acer,SSD,GeForce MX150,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,256MB,2.2,925$
419,MSI,HDD,GeForce GTX 1050,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,1000MB,2.2,923$
420,Acer,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.2,915$
421,Toshiba,HDD,GeForce 930M,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,500MB,2.2,893$
422,Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8 MB,256MB,2.2,880$
423,Lenovo,HDD,GeForce 920MX,Nvidia,Windows 10,Intel,15.6,2.7,4 MB,1000MB,2.2,879$
424,Fujitsu,SSD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,256MB,2.2,879$
425,Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8 MB,256MB,2.2,877$
426,Lenovo,SSD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,6 MB,256MB,2.2,868$
427,Dell,HDD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,4 MB,1000MB,2.2,854$
428,Dell,SSD,Radeon R5 M430,AMD,Linux,Intel,15.6,2.7,8 MB,256MB,2.2,824$
429,Dell,SSD,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,4 MB,256MB,2.2,824$
430,Acer,HDD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,1000MB,2.2,820$
431,Dell,SSD,Radeon R5 M430,AMD,Windows 10,Intel,15.6,2.7,8 MB,256MB,2.2,820$
432,Fujitsu,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.2,813$
433,Asus,HDD,HD Graphics 520,Intel,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.2,813$
434,Asus,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.2,792$
435,Asus,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.2,792$
436,Asus,HDD,GeForce 920M,Nvidia,Windows 10,Intel,15.6,2.5,4 MB,500MB,2.2,792$
437,Dell,Hybrid,Radeon 530,AMD,Windows 10,Intel,15.6,1.6,8 MB,128MB,2.2,
438,Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.7,8 MB,1000MB,2.2,780$
439,Acer,HDD,GeForce MX130,Nvidia,Windows 10,Intel,15.6,1.6,12 MB,1000MB,2.2,763$
440,Acer,HDD,GeForce MX150,Nvidia,Windows 10,Intel,15.6,1.8,8 MB,1000MB,2.2,758$
441,Lenovo,HDD,GeForce 920MX,Nvidia,No OS,Intel,15.6,2.7,8 MB,1000MB,2.2,754$
442,Acer,SSD,UHD Graphics 620,Intel,Windows 10,Intel,15.6,1.6,4 MB,256MB,2.2,750$
443,Dell,SSD,Radeon 520,AMD,Linux,Intel,15.6,1.6,8 MB,256MB,2.2,745$
444,Dell,HDD,Radeon 520,AMD,Windows 10,Intel,15.6,1.6,8 MB,1000MB,2.2,743$
445,Lenovo,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.5,8 MB,1000MB,2.2,736$
446,Lenovo,HDD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.7,8 MB,1000MB,2.2,725$
447,Acer,SSD,Radeon RX 540,AMD,Windows 10,AMD,15.6,2.7,8 MB,256MB,2.2,725$
448,Dell,HDD,Radeon 520,AMD,Linux,Intel,15.6,1.6,8 MB,1000MB,2.2,712$
449,Acer,HDD,GeForce 940MX,Nvidia,Windows 10,Intel,15.6,2.7,4 MB,500MB,2.2,703$
450,Lenovo,HDD,GeForce 920MX,Nvidia,No OS,Intel,15.6,2.5,8 MB,500MB,2.2,692$
451,Lenovo,SSD,GeForce 940MX,Nvidia,No OS,Intel,15.6,2.5,8 MB,256MB,2.2,692$
452,Acer,HDD,GeForce MX150,Nvidia,Windows 10,Intel,15.6,1.6,4 MB,1000MB,2.2,674$
453,Lenovo,HDD,HD Graphics 620,Intel,Windows 10,Intel,15.6,1.8,12 MB,1000MB,2.2,670$
